uniqueID,drugName,condition,rating,date,usefulCount,review
2832,Belbuca,Chronic Pain,1,42615,22,Ive been on multiple different pain meds for chronic spine issues The pain Dr decided to switch me to this new pain medicine with promising results This is my rd dose and stomach pain and nausea begin min after every single dose It seems to subside a little towards the th hour or so This medicine has effect on pain just creates more by adding the stomach pain This medicine is being pushed because it has a low potential for abuse thanx to the junkiesThats fine but make sure it works before u release it All of the complaints about this drug will make it a short lived one Doctors will push it hard in the beginning but patients will push back Complete garbage and a waste of money thanks endo pharm for the stomach pain
2833,Belbuca,Chronic Pain,1,42605,24,I have severe HAs headaches daily from two bulging discs in my neck and a growth on my brain that adds to the HAs I have arthritis in my right knee from two knee surgeries I started out with trying many different oral pain meds I was tired of taking so many pills with hardly any pain relief I asked my physician about Suboxone she prescribe it for my pain I was sooo happy No highlows and I felt myself again Then my insurance stopped covering it unless prescribed for addiction I was prescribed Subutex mg xday which worked just as well insurance still refused payment After a year I was given Belbuca mcg every hrs insurance paid Im not getting near the relief I was when on Subutex Dont like it
2834,Belbuca,Chronic Pain,2,42601,18,Ive just had my first dose so too soon to review its effectiveness It is very difficult to open the packaging and apply even after practicing with the trainer they provide This morning I found some things that helped me and I hope they might help others I cut past the suggested lines at least of an inch my shaky fingers barely got the first one open ha Instead of using my fingers I used tweezers to pick up and place the patch in my cheek Good luck to all
2835,Belbuca,Chronic Pain,3,42594,15,After years of chronic lower back pain and spinal fusion a year ago still experiencing chronic pain and now numbness and pain down both legs Doc started me on Belbuca a couple weeks ago at mcg and increased to mcg dose every hrs The little patch sure can be tricky to stick to the inside of my cheek The medication can be difficult to remove from the foil package but Im getting better at it My experience has been some pain relief without brain fog We will see how this goes I still have Percocet for break out pain Also its important to note that even after hrs the patch hasnt completely dissolved Im going to stick with it with the hope that it keeps more of my pain under control
2837,Belbuca,Chronic Pain,4,42576,17,I was prescribed Suboxone buprenorphine for chronic pain in When the patch Butrans came along I was given that but it itched too much Recently I moved to an area that virtually has no idea that buprenorphine is great for pain relief After much suffering I found someone who would prescribe it for such but my insurance also is behind the times and so after a few copays I heard about Belbuca so I tried it After a couple of doses I figured out the best way to open the pouch and for the most part it dissolved fine The problem is its just too weak The highest dose didnt cut it for me I gave it up and accepted the generic sublingual tablets of buprenorphine which are covered by my insurance They are fine
2838,Belbuca,Chronic Pain,8,42574,35,wow I cannot believe the negative comments well i was on many different medications i mean from oxycontin opana dilaudid u name it i been on it I have chronic back pain had surgeries I personal love the medication it works for me and as far as having nausea absoulety none at all Every one say they got nausea maybe u need to start out at a low dose I am on the highest dose and i love it yes the film does stick but its not bad to meso to anyone out there i suggest everyone is different and give it a try idk maybe it works best for different kinds of pain when i was on oxycontin now that made me nausea and felt like i couldt breathe
2840,Belbuca,Chronic Pain,1,42573,14,Similar to other reviews Belbuca did not relieve my chronic cervical pain My pain management physician started me on mcg January and within days moved me to mcg I received minimal pain relief from this medication about hours and the packet can be difficult to work with Regardless of following the directions I received inconsistent results when it came to how the medication is designed to dissolve At the end of the day I no choice but to move back to my original pain medication
2842,Belbuca,Chronic Pain,1,42529,16,Have conic back pain been on med for the past years when my doc put me on this it went for being able to move without pain to cant get out of the bed on this stuff and just trying to get it open it awful and dont stick have the time everyone should not even try it just a waste of time
2843,Belbuca,Chronic Pain,1,42527,18,VERY POOR pain control difficult to open each dose does not stick to cheek well does NOT work
2846,Belbuca,Chronic Pain,3,42517,17,As a healthcare professional I was excited to try this medication as I have been on numerous pain medications all of which are CIIs I thought wow this could be a great new medication For pain control it has been okay not the best I have been on this months at the level I was just switched to the level so we will see if it improves Buckle delivery is different placing it on your cheek it does not always dissolve even when the mouth is wet It does leave a residue on my teeth and cheek again with a wet mouth as instructed It is some times un able to sick wet ten mouth and all so it will curl up and I end up swolling it but not able to dose again until hours later I have found the squares are broken in half
